median_income,ocean_proximity_NEAR BAY,total_rooms,ocean_proximity_NEAR OCEAN,latitude,ocean_proximity_INLAND
3.2986,False,3292.0,True,32.71,False
7.1463,False,3019.0,False,34.24,False
2.1094,False,2343.0,False,34.06,False
7.9887,False,2099.0,False,33.69,False
4.8684,False,1934.0,True,32.73,False
1.8967,False,2342.0,False,39.5,True
5.3922,False,4613.0,False,37.28,False
2.49,False,2653.0,False,33.61,False
2.2429,False,1855.0,False,34.1,True
4.8167,False,2807.0,False,33.92,True
5.2269,False,1279.0,False,34.07,True
2.4537,False,1582.0,False,33.89,False
3.0298,True,2286.0,False,37.8,False
4.8419,False,4138.0,False,32.83,False
2.1722,False,7626.0,False,33.76,True
2.6403,False,1403.0,True,32.8,False
2.9293,False,6876.0,False,33.89,False
2.5478,False,1462.0,False,38.89,True
3.2188,False,1688.0,False,34.05,True
4.6978,True,8444.0,False,37.56,False
3.5288,False,3018.0,False,34.25,True
3.8506,False,7531.0,False,33.76,False
4.5382,False,1631.0,False,33.92,False
2.8214,True,1659.0,False,37.86,False
4.2969,False,3230.0,False,32.91,False
2.6875,False,3290.0,False,35.1,False
1.8472,False,882.0,False,33.96,False
3.0588,False,639.0,False,33.92,False
2.7473,False,2910.0,False,34.11,True
4.0484,False,3207.0,False,33.8,False
2.7,False,186.0,False,33.38,True
4.2312,False,1554.0,False,34.12,True
3.8824,True,1742.0,False,38.02,False
4.2454,False,2408.0,False,33.88,False
5.4445,False,2696.0,False,38.43,True
4.4732,False,1956.0,False,33.5,False
2.7226,False,2846.0,False,34.04,False
2.4123,False,4119.0,False,35.35,True
2.3438,False,2280.0,False,33.61,False
3.5192,False,2297.0,True,32.75,False
3.1349,False,3034.0,False,34.27,False
5.0427,False,2607.0,False,38.55,True
3.1,False,1548.0,False,36.76,True
4.9271,False,1847.0,False,37.82,True
2.2417,True,833.0,False,38.09,False
1.75,False,1708.0,False,38.96,True
3.0453,False,4013.0,True,33.79,False
8.0409,False,2649.0,False,33.59,False
4.071,False,2701.0,False,34.55,True
4.875,False,1473.0,False,34.08,True
3.3017,False,639.0,False,33.74,False
1.9722,False,1335.0,False,34.07,False
3.8281,False,830.0,False,33.52,True
2.6765,False,1903.0,False,38.01,True
2.4821,False,1830.0,False,37.12,False
7.8061,False,2411.0,False,33.58,False
2.9605,False,10509.0,False,38.55,True
3.8056,False,2880.0,False,33.78,False
0.4999,False,62.0,False,34.06,True
4.615,False,680.0,False,34.15,False
2.4595,False,2376.0,False,34.45,False
3.9784,False,3610.0,False,34.07,True
3.2898,False,1962.0,False,34.17,False
3.3536,False,4505.0,True,33.15,False
2.1944,False,2461.0,False,33.77,False
1.4432,False,1515.0,False,36.34,True
2.5329,False,2697.0,False,36.67,False
5.4663,False,3142.0,False,33.12,False
4.5337,False,4077.0,True,37.68,False
3.024,False,1002.0,False,34.27,False
3.5481,False,522.0,False,33.94,False
4.2981,False,1000.0,False,34.11,False
2.0885,False,2672.0,False,34.05,False
1.9318,False,1349.0,True,33.79,False
4.1364,False,4424.0,True,37.6,False
4.9236,False,2104.0,False,37.26,False
6.1306,False,3137.0,False,34.18,False
3.4464,False,1401.0,False,37.45,True
3.4044,False,1915.0,False,33.97,True
4.9464,False,1743.0,True,37.54,False
2.0357,False,1696.0,False,33.89,False
2.1513,False,2411.0,False,40.61,True
3.1106,False,2901.0,False,34.16,False
4.0726,False,1946.0,True,37.54,False
1.473,False,3300.0,False,37.33,False
2.6288,False,1705.0,False,38.52,True
1.3125,False,972.0,False,33.94,True
5.1345,False,2343.0,False,33.75,False
2.3566,False,3265.0,False,39.53,True
6.3303,False,3746.0,False,34.17,False
2.1513,False,2706.0,True,32.73,False
4.2031,False,1839.0,False,39.02,True
8.9669,False,2272.0,False,36.84,True
3.875,False,2812.0,True,33.77,False
3.8239,False,3413.0,True,34.21,False
4.7027,False,4412.0,False,37.32,False
6.5284,False,1426.0,False,33.9,False
6.8667,False,1684.0,False,33.6,False
3.5909,False,1720.0,True,37.69,False
2.8357,False,7973.0,False,38.37,True
2.7457,True,1549.0,False,38.16,False
5.2131,False,6971.0,False,33.87,False
3.1406,False,814.0,False,34.19,False
3.6437,False,2271.0,False,33.04,False
1.9853,False,2212.0,False,33.99,False
3.5268,False,3260.0,False,33.86,False
3.125,False,1244.0,False,34.03,False
3.2,False,3720.0,False,39.27,True
2.918,False,3447.0,False,34.09,False
2.811,False,4760.0,False,35.56,False
4.6687,False,2122.0,False,34.0,False
1.6888,False,1582.0,False,34.04,False
3.6296,False,1718.0,False,34.2,False
4.3362,False,1516.0,False,34.16,True
6.5764,False,1665.0,False,33.89,False
7.7889,False,2296.0,False,34.19,False
5.5385,True,2998.0,False,37.93,False
2.2348,False,2907.0,False,34.09,False
3.2188,False,2147.0,False,33.85,False
2.4167,False,904.0,False,34.19,False
10.0765,False,2993.0,False,33.61,False
2.4741,False,2025.0,False,33.91,False
2.375,False,224.0,True,34.26,False
2.6768,True,1656.0,False,37.83,False
2.6033,True,1503.0,False,37.84,False
5.5737,True,1716.0,False,37.56,False
2.9459,False,2552.0,False,34.12,False
2.2466,False,1694.0,False,36.64,True
7.7006,False,370.0,True,37.97,False
3.668,False,2792.0,False,33.38,False
0.7684,False,334.0,True,40.87,False
2.5893,False,1141.0,False,38.0,True
4.0547,False,1580.0,True,37.71,False
2.3169,False,10886.0,False,33.75,True
2.8351,False,2438.0,False,38.67,True
3.8333,False,1936.0,True,32.79,False
2.7202,False,965.0,False,33.99,False
2.4886,False,762.0,False,34.05,False
4.2009,False,3068.0,False,33.63,False
3.7708,True,1222.0,False,37.78,False
3.225,False,1507.0,False,33.88,False
4.224,False,2607.0,True,37.49,False
6.2578,False,2652.0,False,32.67,False
6.0891,False,1619.0,False,32.91,False
2.9137,False,1750.0,False,37.66,True
3.358,False,745.0,False,38.57,True
0.9946,False,1366.0,False,33.91,False
1.5321,False,2084.0,False,36.29,True
3.6133,False,3418.0,False,37.95,True
1.9766,False,1562.0,False,34.09,False
3.6875,False,893.0,False,37.79,True
4.125,False,1753.0,False,34.23,False
1.8783,False,1667.0,False,34.02,False
4.0089,True,2413.0,False,37.75,False
2.9405,True,3774.0,False,37.86,False
2.875,False,2176.0,True,32.7,False
6.837,False,2016.0,False,37.35,False
2.5261,False,1249.0,False,34.02,False
4.25,False,2512.0,False,37.34,False
11.1121,False,3236.0,False,33.63,False
2.4821,False,1407.0,False,37.73,False
3.9866,False,1978.0,False,34.2,False
3.5938,False,584.0,True,36.96,False
3.2633,False,6034.0,True,32.61,False
3.7232,False,1441.0,False,33.76,False
4.6,False,1258.0,False,38.92,True
2.0357,False,1551.0,False,39.51,True
1.9327,True,2031.0,False,37.86,False
3.2465,False,2320.0,False,39.11,True
2.5887,False,1110.0,False,39.08,True
1.585,False,1606.0,True,40.8,False
2.489,True,1637.0,False,37.78,False
1.7143,False,1174.0,False,37.76,True
4.5553,True,1507.0,False,37.71,False
2.0547,False,1848.0,False,34.06,False
5.3886,False,5554.0,False,33.71,False
4.2733,True,3882.0,False,37.67,False
4.4821,False,1607.0,False,33.81,False
2.0875,False,3801.0,False,34.19,False
6.5755,False,2446.0,False,33.9,False
3.3542,False,791.0,False,34.13,False
5.0965,True,15622.0,False,38.06,False
3.4005,False,2249.0,False,34.1,True
5.097,True,1518.0,False,37.61,False
3.5333,False,1286.0,False,34.21,False
1.8939,False,2159.0,False,37.26,True
4.3594,True,4332.0,False,37.56,False
6.3002,False,6246.0,False,34.38,False
4.1406,False,2198.0,False,33.82,False
4.0132,False,3099.0,False,40.64,True
3.1193,False,3005.0,False,39.24,True
3.6,False,796.0,False,33.9,False
2.1447,False,1269.0,True,32.79,False
3.2396,False,1156.0,False,38.37,True
5.7373,False,1313.0,False,38.63,True
3.7813,False,1703.0,True,32.81,False
3.0139,False,4091.0,False,33.15,False
2.85,False,1745.0,False,34.09,False
1.6354,False,690.0,False,34.01,False
2.5417,True,2052.0,False,37.86,False
5.6194,True,2476.0,False,37.72,False
4.0631,False,10822.0,False,35.3,True
3.1094,False,1328.0,False,34.14,True
3.4875,False,2558.0,True,32.69,False
2.2279,False,136.0,False,37.65,True
5.0863,False,3298.0,False,37.25,False
6.0677,True,3943.0,False,37.92,False
6.1922,True,6895.0,False,37.94,False
1.3882,False,1171.0,False,32.8,True
3.7455,False,2986.0,False,37.31,False
2.983,True,1397.0,False,37.72,False
3.6736,False,1817.0,True,32.57,False
1.8519,True,1014.0,False,37.78,False
5.878,False,2794.0,False,33.82,False
3.6974,False,4292.0,False,34.18,False
6.2987,False,1915.0,True,34.48,False
2.6923,False,1719.0,False,40.88,False
2.2988,False,2134.0,False,33.95,False
3.0521,False,823.0,False,36.64,True
4.3658,False,20982.0,False,38.47,True
2.3681,False,1467.0,False,34.43,False
3.0313,True,1948.0,False,37.72,False
3.3611,False,1752.0,False,33.74,False
4.5893,True,2199.0,False,37.95,False
5.2636,False,2062.0,False,38.23,True
1.9787,False,2806.0,False,38.68,True
2.7614,False,1994.0,False,33.71,False
3.6354,False,4497.0,False,33.66,True
3.625,False,2743.0,True,33.72,False
4.3321,False,4431.0,False,36.98,False
4.6225,False,6819.0,False,38.54,True
1.9063,False,402.0,False,37.06,True
4.8059,False,1354.0,False,34.16,True
1.9657,False,7880.0,False,38.48,True
3.1528,False,2099.0,False,33.92,False
1.0298,False,626.0,True,35.32,False
4.7639,False,2244.0,True,37.71,False
1.8022,False,3904.0,False,34.1,True
7.3841,False,422.0,False,37.65,True
1.6585,False,1052.0,False,33.96,False
1.3023,False,2248.0,False,35.64,True
3.6953,False,756.0,False,38.66,True
3.7778,False,1008.0,True,33.81,False
5.7083,False,2485.0,False,34.24,False
5.7817,False,3259.0,False,33.82,False
2.3011,False,2171.0,False,39.11,True
4.7969,False,2191.0,False,36.77,False
2.625,False,875.0,True,36.96,False
2.4038,True,535.0,False,37.85,False
3.4485,True,2674.0,False,37.89,False
3.4598,False,3761.0,False,37.0,True
3.2708,False,1823.0,False,33.95,False
6.0394,False,2003.0,False,33.88,False
5.5591,False,2085.0,False,37.81,True
4.8854,False,2562.0,False,37.33,False
5.0,False,1516.0,False,34.19,False
3.8274,True,2890.0,False,37.72,False
4.3814,False,3841.0,False,36.79,False
3.3333,True,3230.0,False,37.73,False
1.8065,False,1580.0,False,41.3,False
2.8472,False,1848.0,False,40.16,True
2.3,False,543.0,False,34.14,False
3.2813,False,2396.0,False,37.96,True
6.0088,False,2392.0,False,33.89,False
3.375,False,3200.0,False,34.14,True
2.2321,False,271.0,False,34.15,True
3.5893,False,1577.0,True,34.27,False
4.5721,True,2077.0,False,37.6,False
4.3962,False,4552.0,False,38.75,True
3.0156,False,1239.0,False,38.59,True
4.5594,False,2938.0,False,34.07,False
4.0313,False,869.0,True,36.62,False
1.1528,False,444.0,False,35.27,True
6.0538,False,3671.0,False,37.24,False
5.4087,False,2203.0,True,34.26,False
5.282,False,984.0,True,32.79,False
2.5863,True,2178.0,False,37.97,False
2.4375,False,935.0,False,33.91,False
0.8106,False,686.0,True,34.64,False
2.1864,False,2677.0,False,38.43,False
3.3239,True,4001.0,False,37.76,False
3.0,False,2693.0,False,36.08,True
4.0357,False,6358.0,False,33.29,False
3.6298,False,1081.0,False,34.06,True
4.45,False,2098.0,False,39.09,True
4.3696,False,8297.0,False,37.71,True
4.7891,False,1433.0,False,37.96,True
3.2929,False,4131.0,False,36.71,False
1.5284,False,622.0,False,34.1,False
5.2962,False,1826.0,False,34.14,False
3.7736,False,2910.0,False,34.07,False
2.4599,False,5137.0,False,34.06,False
6.0488,False,1783.0,False,33.82,False
5.6756,False,15201.0,True,34.21,False
1.7708,False,818.0,False,39.52,True
3.66,False,1588.0,False,34.22,False
3.8233,False,2024.0,True,32.75,False
2.5809,False,1485.0,False,36.7,True
3.6364,True,3337.0,False,37.68,False
3.363,False,13180.0,False,38.49,True
5.0267,False,4413.0,False,35.24,False
4.5833,False,4071.0,False,37.96,True
2.7917,False,1717.0,False,38.55,True
2.6579,False,1252.0,False,34.05,False
3.5129,False,2336.0,False,38.71,True
1.3289,False,1438.0,False,39.5,True
3.625,False,240.0,False,40.63,True
1.0349,False,2350.0,False,34.96,False
2.1782,False,1976.0,False,33.88,False
4.0417,False,1219.0,False,34.12,False
8.1163,True,2638.0,False,37.92,False
3.2011,False,2233.0,False,33.78,False
6.4504,False,2396.0,False,34.11,False
3.3844,False,3491.0,False,37.67,True
2.4708,False,3263.0,True,41.13,False
4.5701,False,3096.0,False,37.65,True
6.3331,False,2224.0,True,32.73,False
4.0433,False,3603.0,False,33.73,True
3.3942,False,446.0,False,33.98,False
5.1806,False,1302.0,True,36.97,False
4.9803,False,3963.0,False,33.83,False
4.9583,False,1792.0,False,33.84,False
3.6705,False,1467.0,False,34.16,True
1.2639,False,245.0,False,33.19,True
3.2689,True,5785.0,False,37.73,False
3.1734,True,2012.0,False,37.67,False
2.1728,False,1814.0,False,39.41,True
2.2574,False,2008.0,False,38.52,True
2.4583,False,1592.0,False,34.06,True
4.5547,False,2198.0,True,32.57,False
4.7821,False,4494.0,False,33.72,False
2.71,False,1279.0,False,38.52,True
2.8056,False,321.0,False,33.93,True
1.7986,False,1076.0,False,33.92,False
4.675,False,2206.0,False,33.94,False
3.3567,False,1959.0,False,37.65,True
3.0347,False,726.0,False,34.07,False
4.5918,False,3239.0,False,34.06,False
2.125,False,984.0,False,34.02,False
5.5954,False,4724.0,True,34.44,False
4.2448,False,3150.0,True,34.26,False
4.0658,False,1832.0,False,33.87,False
4.7703,True,2074.0,False,37.75,False
2.7048,False,2888.0,True,32.59,False
3.994,False,2547.0,False,38.01,True
1.69,False,820.0,False,37.91,True
8.0074,True,5252.0,False,37.85,False
6.7606,False,4974.0,True,37.51,False
3.1353,False,6072.0,False,33.74,False
3.6682,False,3162.0,False,37.34,False
4.5052,False,714.0,False,33.77,False
1.5132,False,1394.0,False,34.02,False
2.2599,False,2271.0,True,32.75,False
4.4357,True,3170.0,False,37.55,False
4.0048,False,2784.0,False,32.82,False
2.5245,False,12355.0,False,38.59,True
6.0102,False,4014.0,False,33.71,False
2.9243,False,1718.0,False,39.46,False
4.5263,False,2064.0,False,33.79,False
2.9625,False,3502.0,False,39.66,True
2.5234,False,1054.0,False,36.58,True
3.1471,False,1014.0,False,38.03,True
3.8833,False,2058.0,False,34.19,False
10.1154,False,7017.0,True,33.65,False
6.6458,False,3508.0,False,34.28,False
2.1116,False,3002.0,False,38.59,True
1.6797,False,677.0,False,39.73,True
4.0,False,48.0,False,37.33,True
3.9722,False,4149.0,False,34.0,False
2.5459,True,4162.0,False,37.94,False
5.3446,False,2738.0,True,37.66,False
3.5164,False,2734.0,False,34.2,False
1.725,True,2604.0,False,37.88,False
3.225,False,3270.0,False,34.2,False
2.6442,False,172.0,False,38.61,True
2.1164,False,1694.0,True,32.71,False
5.1893,True,2807.0,False,37.76,False
6.04,False,4608.0,False,32.84,False
3.2176,False,1245.0,False,34.11,True
5.6392,False,6154.0,False,34.26,False
1.6645,False,973.0,False,33.94,False
3.4279,False,1565.0,False,36.81,True
2.3036,False,1468.0,False,39.97,True
6.0266,False,2205.0,False,32.83,False
4.1993,False,2191.0,False,38.5,True
4.4531,False,5764.0,False,33.21,False
1.2275,False,1643.0,False,34.53,True
2.5536,False,1453.0,True,40.78,False
3.5968,False,7290.0,False,38.49,True
1.871,True,2424.0,False,37.77,False
1.8187,False,1011.0,True,32.7,False
4.8958,False,702.0,False,34.05,False
3.6231,False,9716.0,False,34.25,False
7.1108,True,1229.0,False,37.37,False
3.2868,False,1724.0,False,37.04,True
3.9833,False,2143.0,False,34.25,False
4.3859,False,2139.0,False,33.86,False
4.5764,False,1891.0,False,33.19,False
3.875,False,1984.0,True,33.8,False
2.824,False,2149.0,False,33.97,False
5.3743,False,2948.0,False,33.87,False
4.0057,False,2662.0,True,32.78,False
3.4419,False,7626.0,False,33.87,True
2.4583,False,1599.0,False,34.19,False
3.1875,False,2721.0,False,38.62,False
7.0712,True,2459.0,False,37.77,False
3.5625,False,4116.0,False,34.24,True
2.8864,False,1755.0,False,38.69,True
2.1845,False,701.0,False,39.3,True
3.7697,False,1736.0,False,36.79,True
3.4118,False,5478.0,False,34.05,False
4.4722,False,938.0,False,33.92,False
2.239,False,2115.0,False,34.03,False
3.6667,False,2183.0,False,34.11,False
5.3169,False,760.0,False,33.89,False
1.9851,False,2732.0,False,38.91,True
2.0455,False,2628.0,False,39.48,True
5.1691,True,2591.0,False,37.91,False
1.6849,False,5293.0,False,33.93,True
5.1619,False,1951.0,False,34.25,False
1.8929,False,867.0,False,33.98,False
3.5469,False,991.0,False,38.03,True
3.5179,True,1489.0,False,37.4,False
3.5541,False,4026.0,False,34.33,False
7.3445,False,2085.0,False,37.89,True
1.6509,False,720.0,False,33.69,True
2.625,False,2168.0,False,36.77,True
5.1104,False,2862.0,False,37.27,False
2.1284,False,1839.0,False,37.96,True
5.1629,False,2039.0,False,37.73,True
3.1923,False,2344.0,False,33.88,False
3.3326,False,1580.0,False,34.12,False
2.3,False,1174.0,False,38.14,True
4.75,False,1798.0,False,34.0,False
2.2125,False,1552.0,False,33.9,False
2.1173,False,2041.0,False,34.03,False
5.7214,False,2181.0,False,34.12,True
4.7026,False,2211.0,False,33.81,False
2.7694,True,5018.0,False,37.65,False
5.4555,False,1471.0,False,34.12,True
3.7396,False,2453.0,False,37.36,False
3.1691,False,1525.0,False,34.1,False
3.88,False,2690.0,False,34.14,True
3.6895,False,4721.0,False,37.12,False
1.7446,False,1858.0,True,32.75,False
5.748,False,4946.0,True,37.63,False
3.8068,False,1310.0,False,33.87,False
4.2381,False,3536.0,True,34.27,False
4.5938,False,1688.0,True,32.73,False
3.6339,False,3915.0,False,33.98,True
2.631,False,6121.0,False,39.16,False
2.8306,False,2202.0,False,39.64,True
1.7333,False,689.0,False,40.45,True
4.375,False,1139.0,False,33.89,False
2.8281,False,883.0,False,34.05,True
2.2344,False,1375.0,True,33.77,False
2.7159,False,2623.0,False,36.81,True
5.2563,False,2828.0,False,34.24,True
4.381,False,2084.0,False,36.15,True
4.0966,False,1682.0,False,33.94,True
4.4663,False,1941.0,False,33.81,False
5.1068,False,1865.0,False,34.25,False
3.625,False,1288.0,False,38.39,False
4.7266,False,1862.0,False,33.98,False
6.1946,False,5205.0,False,34.27,False
5.1071,False,1183.0,True,37.47,False
3.0965,False,5825.0,False,34.02,False
1.9045,True,11709.0,False,37.43,False
5.0747,False,984.0,False,33.84,False
4.0391,False,1616.0,False,34.16,False
4.6111,False,2019.0,False,33.84,False
1.6652,False,1783.0,False,39.15,True
1.5026,False,1823.0,False,33.75,False
1.6221,False,1733.0,False,34.0,False
3.0577,False,1204.0,False,33.99,False
5.6895,False,4567.0,False,37.27,False
4.6458,False,3983.0,False,33.82,False
3.9575,False,4534.0,False,33.93,False
3.335,False,3136.0,False,36.19,True
3.9812,False,3006.0,False,38.75,True
4.7341,False,10175.0,False,33.66,False
2.4827,False,5496.0,False,38.36,False
3.9191,False,5451.0,False,34.06,True
3.5341,False,2321.0,True,32.7,False
5.1014,True,14125.0,False,38.12,False
4.4085,False,4114.0,False,38.85,True
1.9342,False,2293.0,False,36.39,True
2.5156,True,1415.0,False,37.68,False
2.875,False,1667.0,False,35.37,True
3.6607,False,2550.0,False,39.18,True
2.625,False,1786.0,False,33.91,False
3.7833,False,1890.0,False,39.07,False
4.5,False,3250.0,False,37.24,False
3.6875,True,1235.0,False,37.78,False
6.6854,False,3364.0,False,38.51,False
4.8359,False,1724.0,False,34.26,False
3.0549,False,4843.0,False,40.58,True
2.8393,False,3339.0,False,33.38,False
5.7812,False,3526.0,False,37.28,False
2.0938,False,348.0,False,32.75,True
5.8666,False,1328.0,False,34.01,False
3.0078,False,2795.0,False,34.17,True
3.7167,False,2795.0,False,33.8,False
1.9286,False,1622.0,False,34.13,True
2.2417,False,3533.0,True,33.85,False
1.7945,False,4291.0,False,34.01,False
3.5804,False,3066.0,False,34.14,False
4.6366,False,2709.0,True,37.49,False
4.1554,False,2951.0,False,37.28,False
4.1739,False,2637.0,False,34.09,True
3.175,False,2144.0,False,38.4,True
6.439,False,9859.0,True,33.06,False
5.485,True,2974.0,False,37.44,False
4.3281,False,974.0,True,36.62,False
